esac_publisher,country_code,cr_year,oa_n,n,has_ta
SPIE,CH,2019,0,6,FALSE
Sage,CH,2020,10,173,FALSE
Sage,CH,2022,49,65,TRUE
Sage,CH,2017,0,147,FALSE
Sage,CH,2019,7,144,FALSE
Sage,CH,2021,47,86,TRUE
Sage,CH,2022,49,109,FALSE
Sage,CH,2018,1,146,FALSE
Sage,CH,2020,8,105,TRUE
Sage,CH,2021,65,159,FALSE
Sage,CH,2017,0,81,TRUE
Sage,CH,2018,0,89,TRUE
Sage,CH,2019,1,74,TRUE
Brill,CH,2021,5,81,FALSE
Brill,CH,2020,5,96,FALSE
Brill,CH,2017,0,36,FALSE
Brill,CH,2018,0,43,FALSE
Brill,CH,2022,6,63,FALSE
Brill,CH,2019,3,50,FALSE
CSIRO,CH,2020,0,10,FALSE
CSIRO,CH,2019,0,14,FALSE
CSIRO,CH,2022,0,4,FALSE
CSIRO,CH,2017,0,6,FALSE
CSIRO,CH,2021,0,7,FALSE
CSIRO,CH,2018,0,7,FALSE
Wiley,CH,2021,798,1409,TRUE
Wiley,CH,2019,187,1419,TRUE
Wiley,CH,2020,275,1529,TRUE
Wiley,CH,2018,148,1425,TRUE
Wiley,CH,2017,68,895,FALSE
Wiley,CH,2022,400,641,FALSE
Wiley,CH,2018,93,813,FALSE
Wiley,CH,2022,831,1012,TRUE
Wiley,CH,2021,414,888,FALSE
Wiley,CH,2017,85,1460,TRUE
Wiley,CH,2019,128,883,FALSE
Wiley,CH,2020,172,936,FALSE
Karger,CH,2020,6,38,FALSE
Karger,CH,2022,2,8,FALSE
Karger,CH,2020,27,54,TRUE
Karger,CH,2018,5,47,FALSE
Karger,CH,2019,1,41,TRUE
Karger,CH,2018,0,46,TRUE
Karger,CH,2022,16,16,TRUE
Karger,CH,2019,5,42,FALSE
Karger,CH,2017,1,50,TRUE
Karger,CH,2017,5,35,FALSE
Karger,CH,2021,11,44,FALSE
Karger,CH,2021,30,49,TRUE
Thieme,CH,2017,3,229,FALSE
Thieme,CH,2020,5,119,FALSE
Thieme,CH,2019,7,167,FALSE
Thieme,CH,2022,12,124,FALSE
Thieme,CH,2018,0,132,FALSE
Thieme,CH,2021,14,153,FALSE
Emerald,CH,2018,0,14,FALSE
Emerald,CH,2019,0,15,FALSE
Emerald,CH,2021,0,6,FALSE
Emerald,CH,2020,0,10,FALSE
Emerald,CH,2022,0,50,FALSE
Emerald,CH,2017,0,9,FALSE
Hogrefe,CH,2021,0,1,TRUE
Hogrefe,CH,2019,0,20,FALSE
Hogrefe,CH,2018,0,26,FALSE
Hogrefe,CH,2022,0,1,TRUE
Hogrefe,CH,2021,0,31,FALSE
Hogrefe,CH,2022,0,29,FALSE
Hogrefe,CH,2017,0,27,FALSE
Hogrefe,CH,2018,0,1,TRUE
Hogrefe,CH,2020,0,35,FALSE
Hogrefe,CH,2017,0,2,TRUE
Elsevier,CH,2020,617,2334,FALSE
Elsevier,CH,2019,286,2231,FALSE
Elsevier,CH,2022,1330,2132,FALSE
Elsevier,CH,2020,421,1604,TRUE
Elsevier,CH,2021,1431,2423,FALSE
Elsevier,CH,2017,129,1478,TRUE
Elsevier,CH,2017,196,2559,FALSE
Elsevier,CH,2022,905,1274,TRUE
Elsevier,CH,2018,151,1470,TRUE
Elsevier,CH,2019,180,1465,TRUE
Elsevier,CH,2021,1026,1546,TRUE
Elsevier,CH,2018,212,2455,FALSE
IOS Press,CH,2021,7,24,FALSE
IOS Press,CH,2018,1,8,FALSE
IOS Press,CH,2017,1,18,FALSE
IOS Press,CH,2019,5,22,FALSE
IOS Press,CH,2022,9,24,FALSE
IOS Press,CH,2020,9,24,FALSE
EDP Sciences,CH,2018,1,64,FALSE
EDP Sciences,CH,2022,1,6,FALSE
EDP Sciences,CH,2017,1,97,FALSE
EDP Sciences,CH,2019,7,62,FALSE
EDP Sciences,CH,2020,9,71,FALSE
EDP Sciences,CH,2021,19,70,FALSE
AIP Publishing,CH,2019,0,115,TRUE
AIP Publishing,CH,2021,0,108,TRUE
AIP Publishing,CH,2020,0,115,TRUE
AIP Publishing,CH,2020,0,39,FALSE
AIP Publishing,CH,2019,0,44,FALSE
AIP Publishing,CH,2022,0,27,FALSE
AIP Publishing,CH,2022,0,65,TRUE
AIP Publishing,CH,2018,0,120,TRUE
AIP Publishing,CH,2021,0,31,FALSE
AIP Publishing,CH,2017,1,34,FALSE
AIP Publishing,CH,2017,2,89,TRUE
AIP Publishing,CH,2018,0,47,FALSE
BMJ Publishing,CH,2018,0,104,FALSE
BMJ Publishing,CH,2020,23,99,FALSE
BMJ Publishing,CH,2022,31,100,FALSE
BMJ Publishing,CH,2017,0,111,FALSE
BMJ Publishing,CH,2019,4,130,FALSE
BMJ Publishing,CH,2021,50,140,FALSE
Bioscientifica,CH,2017,1,11,FALSE
Bioscientifica,CH,2019,3,9,FALSE
Bioscientifica,CH,2018,1,8,FALSE
Bioscientifica,CH,2021,2,5,FALSE
Bioscientifica,CH,2020,0,5,FALSE
Bioscientifica,CH,2022,2,6,FALSE
IOP Publishing,CH,2018,28,113,TRUE
IOP Publishing,CH,2019,33,156,TRUE
IOP Publishing,CH,2020,31,62,FALSE
IOP Publishing,CH,2019,12,34,FALSE
IOP Publishing,CH,2021,42,94,TRUE
IOP Publishing,CH,2017,43,165,TRUE
IOP Publishing,CH,2018,11,47,FALSE
IOP Publishing,CH,2017,6,70,FALSE
IOP Publishing,CH,2022,37,59,TRUE
IOP Publishing,CH,2022,16,27,FALSE
IOP Publishing,CH,2020,32,101,TRUE
IOP Publishing,CH,2021,21,41,FALSE
Portland Press,CH,2021,2,4,FALSE
Portland Press,CH,2018,3,4,FALSE
Portland Press,CH,2022,3,5,FALSE
Portland Press,CH,2020,2,8,FALSE
Portland Press,CH,2017,0,4,FALSE
Portland Press,CH,2019,2,6,FALSE
Springer Nature,CH,2021,974,1446,TRUE
Springer Nature,CH,2019,160,1359,TRUE
Springer Nature,CH,2022,322,604,FALSE
Springer Nature,CH,2018,131,1230,TRUE
Springer Nature,CH,2021,514,993,FALSE
Springer Nature,CH,2017,121,1284,TRUE
Springer Nature,CH,2020,326,1060,FALSE
Springer Nature,CH,2020,492,1325,TRUE
Springer Nature,CH,2018,103,850,FALSE
Springer Nature,CH,2017,69,813,FALSE
Springer Nature,CH,2022,669,980,TRUE
Springer Nature,CH,2019,124,954,FALSE
Taylor & Francis,CH,2019,32,341,FALSE
Taylor & Francis,CH,2020,36,307,FALSE
Taylor & Francis,CH,2018,12,317,FALSE
Taylor & Francis,CH,2017,16,391,TRUE
Taylor & Francis,CH,2019,26,413,TRUE
Taylor & Francis,CH,2022,89,231,FALSE
Taylor & Francis,CH,2020,50,456,TRUE
Taylor & Francis,CH,2021,251,470,TRUE
Taylor & Francis,CH,2021,101,292,FALSE
Taylor & Francis,CH,2017,15,365,FALSE
Taylor & Francis,CH,2018,12,390,TRUE
Taylor & Francis,CH,2022,211,308,TRUE
The Royal Society,CH,2018,23,277,FALSE
The Royal Society,CH,2022,75,151,FALSE
The Royal Society,CH,2020,154,297,FALSE
The Royal Society,CH,2017,6,308,FALSE
The Royal Society,CH,2021,150,257,FALSE
The Royal Society,CH,2019,114,289,FALSE
Walter de Gruyter,CH,2017,5,122,FALSE
Walter de Gruyter,CH,2022,23,124,FALSE
Walter de Gruyter,CH,2020,19,250,FALSE
Walter de Gruyter,CH,2018,3,131,FALSE
Walter de Gruyter,CH,2021,1,11,TRUE
Walter de Gruyter,CH,2019,17,158,FALSE
Walter de Gruyter,CH,2020,2,21,TRUE
Walter de Gruyter,CH,2018,0,5,TRUE
Walter de Gruyter,CH,2017,0,4,TRUE
Walter de Gruyter,CH,2021,28,210,FALSE
Walter de Gruyter,CH,2019,0,5,TRUE
Walter de Gruyter,CH,2022,0,4,TRUE
Future Science Group,CH,2021,0,24,FALSE
Future Science Group,CH,2018,0,18,FALSE
Future Science Group,CH,2019,0,22,FALSE
Future Science Group,CH,2022,0,17,FALSE
Future Science Group,CH,2020,0,24,FALSE
Future Science Group,CH,2017,0,36,FALSE
Microbiology Society,CH,2017,0,11,FALSE
Microbiology Society,CH,2019,0,10,FALSE
Microbiology Society,CH,2022,2,8,FALSE
Microbiology Society,CH,2020,0,9,FALSE
Microbiology Society,CH,2021,0,11,FALSE
Microbiology Society,CH,2018,0,5,FALSE
Company of Biologists,CH,2020,2,18,FALSE
Company of Biologists,CH,2018,2,22,FALSE
Company of Biologists,CH,2019,1,24,FALSE
Company of Biologists,CH,2021,14,25,FALSE
Company of Biologists,CH,2022,8,18,FALSE
Company of Biologists,CH,2017,2,24,FALSE
Wolters Kluwer Health,CH,2018,1,345,FALSE
Wolters Kluwer Health,CH,2020,0,365,FALSE
Wolters Kluwer Health,CH,2022,3,109,FALSE
Wolters Kluwer Health,CH,2021,3,289,FALSE
Wolters Kluwer Health,CH,2017,0,324,FALSE
Wolters Kluwer Health,CH,2019,0,357,FALSE
"Mary Ann Liebert, Inc.",CH,2019,0,41,FALSE
"Mary Ann Liebert, Inc.",CH,2022,0,36,FALSE
"Mary Ann Liebert, Inc.",CH,2021,0,48,FALSE
"Mary Ann Liebert, Inc.",CH,2020,0,50,FALSE
"Mary Ann Liebert, Inc.",CH,2018,0,38,FALSE
"Mary Ann Liebert, Inc.",CH,2017,0,47,FALSE
Oxford University Press,CH,2020,115,742,FALSE
Oxford University Press,CH,2018,73,836,FALSE
Oxford University Press,CH,2019,77,673,FALSE
Oxford University Press,CH,2021,154,623,FALSE
Oxford University Press,CH,2017,45,775,FALSE
Oxford University Press,CH,2022,84,390,FALSE
Trans Tech Publications,CH,2018,2,11,FALSE
Trans Tech Publications,CH,2021,2,3,FALSE
Trans Tech Publications,CH,2020,0,5,FALSE
Trans Tech Publications,CH,2017,1,11,FALSE
Trans Tech Publications,CH,2022,0,1,FALSE
Trans Tech Publications,CH,2019,0,6,FALSE
Bristol University Press,CH,2020,0,2,FALSE
Bristol University Press,CH,2018,0,2,FALSE
Bristol University Press,CH,2017,0,1,FALSE
Bristol University Press,CH,2019,0,2,FALSE
Bristol University Press,CH,2022,0,6,FALSE
Bristol University Press,CH,2021,1,13,FALSE
American Chemical Society,CH,2019,5,687,FALSE
American Chemical Society,CH,2022,157,439,FALSE
American Chemical Society,CH,2018,2,670,FALSE
American Chemical Society,CH,2021,235,638,FALSE
American Chemical Society,CH,2020,19,704,FALSE
American Chemical Society,CH,2017,0,697,FALSE
American Physical Society,CH,2018,47,322,FALSE
American Physical Society,CH,2020,76,351,FALSE
American Physical Society,CH,2019,66,344,FALSE
American Physical Society,CH,2022,51,175,FALSE
American Physical Society,CH,2017,53,344,FALSE
American Physical Society,CH,2021,78,300,FALSE
John Benjamins Publishing,CH,2021,3,32,FALSE
John Benjamins Publishing,CH,2018,3,36,FALSE
John Benjamins Publishing,CH,2022,4,22,FALSE
John Benjamins Publishing,CH,2017,0,24,FALSE
John Benjamins Publishing,CH,2019,1,23,FALSE
John Benjamins Publishing,CH,2020,2,35,FALSE
Bentham Science Publishers,CH,2019,3,19,FALSE
Bentham Science Publishers,CH,2018,0,19,FALSE
Bentham Science Publishers,CH,2022,0,10,FALSE
Bentham Science Publishers,CH,2020,5,20,FALSE
Bentham Science Publishers,CH,2021,1,13,FALSE
Bentham Science Publishers,CH,2017,0,9,FALSE
Cambridge University Press,CH,2021,32,56,TRUE
Cambridge University Press,CH,2020,13,75,TRUE
Cambridge University Press,CH,2021,17,45,FALSE
Cambridge University Press,CH,2019,3,56,TRUE
Cambridge University Press,CH,2022,52,78,TRUE
Cambridge University Press,CH,2018,2,54,TRUE
Cambridge University Press,CH,2019,5,41,FALSE
Cambridge University Press,CH,2017,0,51,TRUE
Cambridge University Press,CH,2020,14,50,FALSE
Cambridge University Press,CH,2018,2,39,FALSE
Cambridge University Press,CH,2017,4,41,FALSE
Cambridge University Press,CH,2022,18,46,FALSE
Royal Society of Chemistry,CH,2018,16,120,TRUE
Royal Society of Chemistry,CH,2020,121,145,TRUE
Royal Society of Chemistry,CH,2019,43,138,FALSE
Royal Society of Chemistry,CH,2020,47,132,FALSE
Royal Society of Chemistry,CH,2021,50,96,FALSE
Royal Society of Chemistry,CH,2017,6,157,TRUE
Royal Society of Chemistry,CH,2021,117,129,TRUE
Royal Society of Chemistry,CH,2019,92,134,TRUE
Royal Society of Chemistry,CH,2018,14,121,FALSE
Royal Society of Chemistry,CH,2022,27,52,FALSE
Royal Society of Chemistry,CH,2017,4,139,FALSE
Royal Society of Chemistry,CH,2022,58,68,TRUE
Canadian Science Publishing,CH,2020,0,5,FALSE
Canadian Science Publishing,CH,2022,1,3,FALSE
Canadian Science Publishing,CH,2019,0,11,FALSE
Canadian Science Publishing,CH,2021,0,7,FALSE
Canadian Science Publishing,CH,2017,0,7,FALSE
Canadian Science Publishing,CH,2018,0,7,FALSE
The Electrochemical Society,CH,2021,10,20,FALSE
The Electrochemical Society,CH,2022,3,7,FALSE
The Electrochemical Society,CH,2019,9,15,FALSE
The Electrochemical Society,CH,2020,16,28,FALSE
The Electrochemical Society,CH,2018,6,19,FALSE
The Electrochemical Society,CH,2017,0,39,FALSE
European Respiratory Society,CH,2021,6,17,FALSE
European Respiratory Society,CH,2020,2,19,FALSE
European Respiratory Society,CH,2019,1,24,FALSE
European Respiratory Society,CH,2017,0,22,FALSE
European Respiratory Society,CH,2022,2,7,FALSE
European Respiratory Society,CH,2018,0,19,FALSE
National Academy of Sciences,CH,2020,30,68,FALSE
National Academy of Sciences,CH,2021,57,98,FALSE
National Academy of Sciences,CH,2019,33,68,FALSE
National Academy of Sciences,CH,2017,8,61,FALSE
National Academy of Sciences,CH,2022,57,57,FALSE
National Academy of Sciences,CH,2018,24,55,FALSE
American Physiological Society,CH,2017,0,15,FALSE
American Physiological Society,CH,2020,0,28,FALSE
American Physiological Society,CH,2019,0,20,FALSE
American Physiological Society,CH,2021,0,21,FALSE
American Physiological Society,CH,2018,0,21,FALSE
American Physiological Society,CH,2022,0,11,FALSE
The Geological Society of London,CH,2021,0,1,FALSE
The Geological Society of London,CH,2018,2,12,FALSE
The Geological Society of London,CH,2022,2,3,FALSE
The Geological Society of London,CH,2017,0,3,FALSE
The Geological Society of London,CH,2020,0,3,FALSE
The Geological Society of London,CH,2019,1,2,FALSE
Association for Computing Machinery,CH,2022,0,48,FALSE
Association for Computing Machinery,CH,2019,1,53,FALSE
Association for Computing Machinery,CH,2017,0,58,FALSE
Association for Computing Machinery,CH,2020,2,57,FALSE
Association for Computing Machinery,CH,2018,0,43,FALSE
Association for Computing Machinery,CH,2021,1,61,FALSE
Cold Spring Harbor Laboratory Press,CH,2020,0,4,FALSE
Cold Spring Harbor Laboratory Press,CH,2021,0,5,FALSE
Cold Spring Harbor Laboratory Press,CH,2019,0,8,FALSE
Cold Spring Harbor Laboratory Press,CH,2017,0,13,FALSE
Cold Spring Harbor Laboratory Press,CH,2018,0,6,FALSE
Cold Spring Harbor Laboratory Press,CH,2022,0,5,FALSE
Radiological Society of North America,CH,2019,0,9,FALSE
Radiological Society of North America,CH,2022,0,7,FALSE
Radiological Society of North America,CH,2020,0,6,FALSE
Radiological Society of North America,CH,2021,0,4,FALSE
Radiological Society of North America,CH,2018,0,12,FALSE
Radiological Society of North America,CH,2017,0,3,FALSE
Royal College of General Practitioners,CH,2020,1,3,FALSE
Royal College of General Practitioners,CH,2021,1,2,FALSE
Royal College of General Practitioners,CH,2018,0,2,FALSE
IEEE,CI,2019,0,1,FALSE
Sage,CI,2019,0,1,FALSE
Sage,CI,2020,0,1,FALSE
Brill,CI,2020,0,1,FALSE
Brill,CI,2019,0,1,FALSE
CSIRO,CI,2020,0,1,FALSE
CSIRO,CI,2017,0,1,FALSE
Wiley,CI,2021,2,16,FALSE
Wiley,CI,2019,0,8,FALSE
Wiley,CI,2018,1,7,FALSE
Wiley,CI,2017,1,10,FALSE
Wiley,CI,2022,1,13,FALSE
Wiley,CI,2020,1,13,FALSE
Thieme,CI,2018,0,1,FALSE
Elsevier,CI,2019,1,53,FALSE
Elsevier,CI,2020,0,34,FALSE
Elsevier,CI,2017,0,43,FALSE
Elsevier,CI,2018,4,44,FALSE
Elsevier,CI,2022,1,37,FALSE
Elsevier,CI,2021,3,46,FALSE
EDP Sciences,CI,2020,0,2,FALSE
EDP Sciences,CI,2022,1,2,FALSE
EDP Sciences,CI,2017,0,2,FALSE
BMJ Publishing,CI,2020,0,1,FALSE
Springer Nature,CI,2018,1,20,FALSE
Springer Nature,CI,2019,2,18,FALSE
Springer Nature,CI,2020,0,24,FALSE
Springer Nature,CI,2022,3,31,FALSE
Springer Nature,CI,2021,0,26,FALSE
Springer Nature,CI,2017,2,12,FALSE
Taylor & Francis,CI,2018,0,8,FALSE
Taylor & Francis,CI,2017,1,5,FALSE
Taylor & Francis,CI,2021,1,9,FALSE
Taylor & Francis,CI,2019,0,11,FALSE
Taylor & Francis,CI,2022,0,10,FALSE
Taylor & Francis,CI,2020,1,10,FALSE
The Royal Society,CI,2019,0,1,FALSE
The Royal Society,CI,2022,0,1,FALSE
Walter de Gruyter,CI,2021,0,1,FALSE
Walter de Gruyter,CI,2020,0,3,FALSE
Walter de Gruyter,CI,2017,0,1,FALSE
Microbiology Society,CI,2018,0,2,FALSE
Wolters Kluwer Health,CI,2021,0,2,FALSE
"Mary Ann Liebert, Inc.",CI,2021,0,3,FALSE
"Mary Ann Liebert, Inc.",CI,2017,0,1,FALSE
Oxford University Press,CI,2017,0,4,FALSE
Oxford University Press,CI,2019,0,1,FALSE
Oxford University Press,CI,2021,1,4,FALSE
Oxford University Press,CI,2022,0,4,FALSE
Oxford University Press,CI,2020,0,2,FALSE
American Chemical Society,CI,2021,0,1,FALSE
Bentham Science Publishers,CI,2021,0,1,FALSE
Cambridge University Press,CI,2022,0,1,FALSE
Cambridge University Press,CI,2017,0,2,FALSE
Cambridge University Press,CI,2018,1,5,FALSE
Cambridge University Press,CI,2019,0,2,FALSE
Cambridge University Press,CI,2020,0,4,FALSE
Royal Society of Chemistry,CI,2019,0,1,FALSE
Canadian Science Publishing,CI,2021,0,1,FALSE
Canadian Science Publishing,CI,2020,0,2,FALSE
IEEE,CL,2021,3,57,FALSE
IEEE,CL,2017,0,62,FALSE
IEEE,CL,2022,2,55,FALSE
IEEE,CL,2019,0,61,FALSE
IEEE,CL,2020,0,41,FALSE
IEEE,CL,2018,0,66,FALSE
SPIE,CL,2017,0,1,FALSE
SPIE,CL,2019,0,1,FALSE
SPIE,CL,2022,0,4,FALSE
SPIE,CL,2021,0,1,FALSE
Sage,CL,2022,2,54,FALSE
Sage,CL,2020,1,69,FALSE
Sage,CL,2018,0,48,FALSE
Sage,CL,2019,0,52,FALSE
Sage,CL,2021,1,56,FALSE
Sage,CL,2017,0,48,FALSE
Brill,CL,2021,0,12,FALSE
Brill,CL,2018,0,14,FALSE
Brill,CL,2022,1,13,FALSE
Brill,CL,2017,0,15,FALSE
Brill,CL,2020,0,12,FALSE
Brill,CL,2019,1,21,FALSE
CSIRO,CL,2022,0,12,FALSE
CSIRO,CL,2021,0,3,FALSE
CSIRO,CL,2017,0,7,FALSE
CSIRO,CL,2018,0,8,FALSE
CSIRO,CL,2020,0,17,FALSE
CSIRO,CL,2019,0,15,FALSE
Wiley,CL,2018,10,453,FALSE
Wiley,CL,2020,28,557,FALSE
Wiley,CL,2021,0,2,TRUE
Wiley,CL,2017,10,443,FALSE
Wiley,CL,2022,0,1,TRUE
Wiley,CL,2022,22,297,FALSE
Wiley,CL,2021,38,532,FALSE
Wiley,CL,2019,23,454,FALSE
Karger,CL,2019,0,5,FALSE
Karger,CL,2018,0,8,FALSE
Karger,CL,2021,0,4,FALSE
Karger,CL,2020,0,8,FALSE
Karger,CL,2017,0,7,FALSE
Karger,CL,2022,0,3,FALSE
Thieme,CL,2018,0,4,FALSE
Thieme,CL,2017,0,2,FALSE
Thieme,CL,2019,0,5,FALSE
Thieme,CL,2021,1,9,FALSE
Thieme,CL,2022,0,4,FALSE
Thieme,CL,2020,0,12,FALSE
Emerald,CL,2017,0,2,FALSE
Emerald,CL,2020,0,3,FALSE
Emerald,CL,2021,0,5,FALSE
Emerald,CL,2022,0,22,FALSE
Emerald,CL,2018,0,8,FALSE
Emerald,CL,2019,0,2,FALSE
Hogrefe,CL,2022,0,1,FALSE
Hogrefe,CL,2018,0,1,FALSE
Elsevier,CL,2020,23,1559,FALSE
Elsevier,CL,2019,20,1393,FALSE
Elsevier,CL,2021,62,1653,FALSE
Elsevier,CL,2018,30,1316,FALSE
Elsevier,CL,2022,74,1286,FALSE
Elsevier,CL,2017,12,1356,FALSE
IOS Press,CL,2020,0,25,FALSE
IOS Press,CL,2017,0,10,FALSE
IOS Press,CL,2018,0,9,FALSE
IOS Press,CL,2021,2,18,FALSE
IOS Press,CL,2019,2,19,FALSE
IOS Press,CL,2022,2,15,FALSE
EDP Sciences,CL,2022,2,7,FALSE
EDP Sciences,CL,2018,1,39,FALSE
EDP Sciences,CL,2017,0,48,FALSE
EDP Sciences,CL,2019,4,48,FALSE
EDP Sciences,CL,2021,9,66,FALSE
EDP Sciences,CL,2020,7,68,FALSE
AIP Publishing,CL,2018,0,30,FALSE
AIP Publishing,CL,2021,0,23,FALSE
AIP Publishing,CL,2022,0,16,FALSE
AIP Publishing,CL,2017,0,14,FALSE
AIP Publishing,CL,2019,0,19,FALSE
AIP Publishing,CL,2020,0,35,FALSE
BMJ Publishing,CL,2017,0,4,FALSE
BMJ Publishing,CL,2022,3,10,FALSE
BMJ Publishing,CL,2018,0,11,FALSE
BMJ Publishing,CL,2021,1,15,FALSE
BMJ Publishing,CL,2019,0,10,FALSE
BMJ Publishing,CL,2020,0,8,FALSE
Bioscientifica,CL,2021,0,2,FALSE
Bioscientifica,CL,2022,1,1,FALSE
Bioscientifica,CL,2017,0,4,FALSE
Bioscientifica,CL,2018,1,5,FALSE
Bioscientifica,CL,2019,0,3,FALSE
Bioscientifica,CL,2020,0,3,FALSE
IOP Publishing,CL,2021,1,39,FALSE
IOP Publishing,CL,2019,2,28,FALSE
IOP Publishing,CL,2018,1,34,FALSE
IOP Publishing,CL,2020,1,24,FALSE
IOP Publishing,CL,2017,2,34,FALSE
IOP Publishing,CL,2022,1,3,FALSE
Portland Press,CL,2021,0,1,FALSE
Portland Press,CL,2020,0,2,FALSE
Portland Press,CL,2019,0,2,FALSE
Portland Press,CL,2018,0,6,FALSE
Portland Press,CL,2017,0,4,FALSE
Springer Nature,CL,2019,0,1,TRUE
Springer Nature,CL,2022,42,433,FALSE
Springer Nature,CL,2020,31,592,FALSE
Springer Nature,CL,2019,18,625,FALSE
Springer Nature,CL,2017,14,539,FALSE
Springer Nature,CL,2018,19,580,FALSE
Springer Nature,CL,2021,0,2,TRUE
Springer Nature,CL,2021,36,657,FALSE
Taylor & Francis,CL,2020,4,366,FALSE
Taylor & Francis,CL,2022,8,246,FALSE
Taylor & Francis,CL,2018,4,301,FALSE
Taylor & Francis,CL,2017,4,287,FALSE
Taylor & Francis,CL,2021,7,366,FALSE
Taylor & Francis,CL,2019,3,333,FALSE
The Royal Society,CL,2020,2,53,FALSE
The Royal Society,CL,2021,1,60,FALSE
The Royal Society,CL,2022,1,21,FALSE
The Royal Society,CL,2019,2,50,FALSE
The Royal Society,CL,2017,1,51,FALSE
The Royal Society,CL,2018,0,57,FALSE
Walter de Gruyter,CL,2018,1,15,FALSE
Walter de Gruyter,CL,2017,0,10,FALSE
Walter de Gruyter,CL,2021,3,26,FALSE
Walter de Gruyter,CL,2020,3,32,FALSE
Walter de Gruyter,CL,2019,0,17,FALSE
Walter de Gruyter,CL,2022,0,22,FALSE
Future Science Group,CL,2017,0,4,FALSE
Future Science Group,CL,2020,0,5,FALSE
Future Science Group,CL,2021,0,6,FALSE
Future Science Group,CL,2018,0,6,FALSE
Future Science Group,CL,2022,0,3,FALSE
Future Science Group,CL,2019,0,5,FALSE
Microbiology Society,CL,2021,0,3,FALSE
Microbiology Society,CL,2018,0,1,FALSE
Microbiology Society,CL,2019,0,4,FALSE
Microbiology Society,CL,2022,0,3,FALSE
Microbiology Society,CL,2020,0,4,FALSE
Microbiology Society,CL,2017,0,4,FALSE
Company of Biologists,CL,2018,0,3,FALSE
Company of Biologists,CL,2019,0,3,FALSE
Company of Biologists,CL,2020,0,4,FALSE
Company of Biologists,CL,2017,0,4,FALSE
Company of Biologists,CL,2021,0,1,FALSE
Wolters Kluwer Health,CL,2019,0,30,FALSE
Wolters Kluwer Health,CL,2018,0,56,FALSE
Wolters Kluwer Health,CL,2021,0,48,FALSE
Wolters Kluwer Health,CL,2022,0,15,FALSE
Wolters Kluwer Health,CL,2020,0,55,FALSE
Wolters Kluwer Health,CL,2017,0,45,FALSE
"Mary Ann Liebert, Inc.",CL,2019,0,12,FALSE
"Mary Ann Liebert, Inc.",CL,2020,0,15,FALSE
"Mary Ann Liebert, Inc.",CL,2021,0,13,FALSE
"Mary Ann Liebert, Inc.",CL,2017,0,8,FALSE
"Mary Ann Liebert, Inc.",CL,2022,0,3,FALSE
"Mary Ann Liebert, Inc.",CL,2018,0,12,FALSE
Oxford University Press,CL,2018,5,178,FALSE
Oxford University Press,CL,2019,6,156,FALSE
Oxford University Press,CL,2022,3,60,FALSE
Oxford University Press,CL,2017,3,153,FALSE
Oxford University Press,CL,2021,8,154,FALSE
Oxford University Press,CL,2020,7,170,FALSE
Trans Tech Publications,CL,2021,0,1,FALSE
Trans Tech Publications,CL,2017,0,17,FALSE
Trans Tech Publications,CL,2018,0,3,FALSE
Bristol University Press,CL,2020,0,1,FALSE
Bristol University Press,CL,2021,0,2,FALSE
Bristol University Press,CL,2022,0,2,FALSE
American Chemical Society,CL,2020,0,67,FALSE
American Chemical Society,CL,2019,0,56,FALSE
American Chemical Society,CL,2018,0,55,FALSE
American Chemical Society,CL,2017,0,38,FALSE
American Chemical Society,CL,2021,3,51,FALSE
American Chemical Society,CL,2022,3,27,FALSE
American Physical Society,CL,2020,35,76,FALSE
American Physical Society,CL,2018,19,63,FALSE
American Physical Society,CL,2019,25,79,FALSE
American Physical Society,CL,2021,28,71,FALSE
American Physical Society,CL,2022,18,45,FALSE
American Physical Society,CL,2017,0,71,FALSE
John Benjamins Publishing,CL,2020,0,11,FALSE
John Benjamins Publishing,CL,2017,0,2,FALSE
John Benjamins Publishing,CL,2022,0,4,FALSE
John Benjamins Publishing,CL,2018,0,4,FALSE
John Benjamins Publishing,CL,2021,0,4,FALSE
John Benjamins Publishing,CL,2019,0,3,FALSE
Bentham Science Publishers,CL,2021,1,14,FALSE
Bentham Science Publishers,CL,2019,2,19,FALSE
Bentham Science Publishers,CL,2020,4,20,FALSE
Bentham Science Publishers,CL,2018,1,17,FALSE
Bentham Science Publishers,CL,2022,0,22,FALSE
Bentham Science Publishers,CL,2017,0,13,FALSE
Cambridge University Press,CL,2017,0,42,FALSE
Cambridge University Press,CL,2022,4,39,FALSE
Cambridge University Press,CL,2021,1,38,FALSE
Cambridge University Press,CL,2019,1,38,FALSE
Cambridge University Press,CL,2020,3,52,FALSE
Cambridge University Press,CL,2018,1,29,FALSE
Royal Society of Chemistry,CL,2019,2,50,FALSE
Royal Society of Chemistry,CL,2020,1,52,FALSE
Royal Society of Chemistry,CL,2021,2,53,FALSE
Royal Society of Chemistry,CL,2018,0,53,FALSE
Royal Society of Chemistry,CL,2017,1,47,FALSE
Royal Society of Chemistry,CL,2022,1,17,FALSE
Canadian Science Publishing,CL,2022,0,1,FALSE
Canadian Science Publishing,CL,2018,0,4,FALSE
Canadian Science Publishing,CL,2021,0,2,FALSE
Canadian Science Publishing,CL,2019,0,5,FALSE
Canadian Science Publishing,CL,2020,0,5,FALSE
The Electrochemical Society,CL,2017,0,10,FALSE
