cr_year,issn_l,article_total,tdm_total,orcid_total,funder_total,abstract_total,ref_total,cat
2022,0167-7659,1,1,0,1,1,1,Germany
2017,0167-7764,2,2,1,2,0,2,Global
2017,0167-7764,1,1,0,1,0,1,Germany
2018,0167-7764,1,1,0,1,0,1,Global
2020,0167-7764,3,3,3,3,3,3,Global
2021,0167-7764,3,3,3,3,3,3,Global
2022,0167-7764,2,2,2,2,2,2,Global
2017,0167-8019,4,4,2,1,0,4,Global
2018,0167-8019,1,1,1,1,0,1,Global
2018,0167-8019,1,1,1,1,0,1,Germany
2019,0167-8019,5,5,4,2,1,5,Global
2020,0167-8019,7,7,4,5,7,7,Global
2020,0167-8019,2,2,1,2,2,2,Germany
2021,0167-8019,12,12,8,7,11,11,Global
2021,0167-8019,1,1,0,0,0,0,Germany
2022,0167-8019,6,6,6,6,6,6,Global
2022,0167-8019,1,1,1,1,1,1,Germany
2017,0167-806X,5,5,2,4,0,5,Global
2017,0167-806X,1,1,0,1,0,1,Germany
2018,0167-806X,7,7,0,3,0,6,Global
2019,0167-806X,3,3,0,2,0,3,Global
2020,0167-806X,12,12,2,7,12,12,Global
2020,0167-806X,3,3,0,2,3,3,Germany
2021,0167-806X,15,15,5,10,15,15,Global
2021,0167-806X,3,3,1,3,3,3,Germany
2022,0167-806X,8,8,3,5,8,8,Global
2022,0167-806X,1,1,0,1,1,1,Germany
2017,0167-8094,5,5,2,5,0,5,Global
2018,0167-8094,3,3,1,3,0,3,Global
2019,0167-8094,9,9,6,5,3,8,Global
2019,0167-8094,1,1,1,0,1,1,Germany
2020,0167-8094,4,4,2,3,4,4,Global
2021,0167-8094,10,10,10,7,10,10,Global
2021,0167-8094,1,1,1,1,1,1,Germany
2022,0167-8094,1,1,1,0,1,1,Global
2022,0167-8094,1,1,1,0,1,1,Germany
2017,0167-8116,3,3,3,1,0,3,Global
2017,0167-8116,1,1,1,0,0,1,Germany
2018,0167-8116,3,3,2,1,0,3,Global
2019,0167-8116,13,13,7,6,0,13,Global
2019,0167-8116,5,5,3,3,0,5,Germany
2020,0167-8116,6,6,2,3,0,6,Global
2020,0167-8116,2,2,1,2,0,2,Germany
2021,0167-8116,8,8,1,2,0,8,Global
2021,0167-8116,1,1,1,0,0,1,Germany
2022,0167-8116,23,23,6,2,0,23,Global
2022,0167-8116,2,2,1,0,0,2,Germany
2017,0167-8140,30,30,1,15,0,30,Global
2018,0167-8140,30,30,3,9,0,30,Global
2018,0167-8140,3,3,0,0,0,3,Germany
2019,0167-8140,222,222,30,24,0,42,Global
2019,0167-8140,4,4,2,1,0,4,Germany
2020,0167-8140,78,78,61,47,0,78,Global
2020,0167-8140,4,4,4,2,0,4,Germany
2021,0167-8140,112,112,91,60,0,112,Global
2021,0167-8140,8,8,6,5,0,8,Germany
2022,0167-8140,109,109,4,36,0,109,Global
2022,0167-8140,6,6,0,2,0,6,Germany
2017,0167-8191,2,2,0,0,0,2,Global
2018,0167-8191,2,2,2,2,0,2,Global
2018,0167-8191,1,1,1,1,0,1,Germany
2019,0167-8191,3,3,2,3,0,3,Global
2021,0167-8191,7,7,7,6,0,7,Global
2022,0167-8191,8,8,8,4,0,8,Global
2022,0167-8191,1,1,1,1,0,1,Germany
2017,0167-8299,2,2,0,0,2,2,Global
2018,0167-8299,1,1,0,0,1,1,Global
2020,0167-8299,3,3,1,1,3,3,Global
2021,0167-8299,1,1,0,0,1,1,Global
2019,0167-8329,2,0,0,0,0,1,Global
2020,0167-8329,8,0,0,0,7,8,Global
2020,0167-8329,1,0,0,0,1,1,Germany
2022,0167-8329,2,0,0,0,2,2,Global
2017,0167-8396,1,1,0,1,0,1,Global
2018,0167-8396,1,1,0,1,0,1,Global
2019,0167-8396,2,2,0,2,0,2,Global
2020,0167-8396,7,7,7,5,0,7,Global
2021,0167-8396,8,8,5,7,0,8,Global
2022,0167-8396,10,10,9,3,0,10,Global
2018,0167-8442,2,2,1,2,0,2,Global
2019,0167-8442,4,4,1,3,0,4,Global
2020,0167-8442,16,16,0,13,0,16,Global
2021,0167-8442,12,12,2,8,0,12,Global
2022,0167-8442,33,33,10,17,0,33,Global
2017,0167-8507,1,1,0,0,1,1,Global
2018,0167-8507,1,1,0,0,1,1,Global
2019,0167-8507,2,2,1,0,1,2,Global
2020,0167-8507,12,12,8,6,12,12,Global
2021,0167-8507,10,10,7,0,9,10,Global
2022,0167-8507,9,9,5,0,8,9,Global
2022,0167-8507,1,1,0,0,1,1,Germany
2017,0167-8655,5,5,1,0,0,5,Global
2018,0167-8655,2,2,1,1,0,2,Global
2019,0167-8655,8,8,6,3,0,8,Global
2020,0167-8655,15,15,13,10,0,15,Global
2021,0167-8655,16,16,5,8,0,16,Global
2022,0167-8655,20,20,14,11,0,20,Global
2017,0167-8760,2,2,1,2,0,2,Global
2018,0167-8760,7,7,4,7,0,7,Global
2019,0167-8760,7,7,4,7,0,7,Global
2019,0167-8760,1,1,1,1,0,1,Germany
2020,0167-8760,11,11,0,9,0,11,Global
2020,0167-8760,4,4,0,4,0,4,Germany
2021,0167-8760,32,32,0,23,0,32,Global
2021,0167-8760,4,4,0,1,0,4,Germany
2022,0167-8760,29,29,0,14,0,28,Global
2022,0167-8760,3,3,0,1,0,3,Germany
2017,0167-8809,21,21,1,16,0,21,Global
2017,0167-8809,4,4,0,3,0,4,Germany
2018,0167-8809,37,37,11,34,0,37,Global
2018,0167-8809,3,3,0,3,0,3,Germany
2019,0167-8809,29,29,23,23,0,29,Global
2019,0167-8809,1,1,1,1,0,1,Germany
2020,0167-8809,24,24,23,23,0,24,Global
2020,0167-8809,3,3,3,3,0,3,Germany
2021,0167-8809,55,55,36,43,0,55,Global
2021,0167-8809,5,5,5,3,0,5,Germany
2022,0167-8809,83,83,5,27,0,82,Global
2022,0167-8809,5,5,1,2,0,5,Germany
2017,0167-9236,3,3,1,3,0,3,Global
2018,0167-9236,2,2,2,2,0,2,Global
2019,0167-9236,5,5,4,4,0,5,Global
2020,0167-9236,10,10,6,7,0,10,Global
2020,0167-9236,1,1,0,1,0,1,Germany
2021,0167-9236,17,17,1,11,0,17,Global
2021,0167-9236,2,2,0,2,0,2,Germany
2022,0167-9236,7,7,2,3,0,7,Global
2019,0167-9260,1,1,0,0,0,1,Global
2020,0167-9260,4,4,0,3,0,4,Global
2020,0167-9260,1,1,0,0,0,1,Germany
2021,0167-9260,1,1,0,1,0,1,Global
2022,0167-9260,2,2,2,1,0,2,Global
2018,0167-9295,1,1,1,1,0,1,Global
2019,0167-9295,1,1,1,0,1,1,Global
2020,0167-9295,1,1,1,1,1,1,Global
2021,0167-9295,1,1,1,1,1,1,Global
2017,0167-9317,6,6,2,5,0,6,Global
2017,0167-9317,1,1,0,1,0,1,Germany
2018,0167-9317,11,11,8,9,0,11,Global
2018,0167-9317,1,1,1,0,0,1,Germany
2019,0167-9317,11,11,4,8,0,11,Global
2021,0167-9317,3,3,0,3,0,3,Global
2021,0167-9317,1,1,0,1,0,1,Germany
2022,0167-9317,9,9,0,5,0,9,Global
2017,0167-9457,2,2,0,1,0,2,Global
2018,0167-9457,7,7,2,3,0,7,Global
2019,0167-9457,3,3,0,2,0,3,Global
2020,0167-9457,8,8,0,4,0,7,Global
2020,0167-9457,1,1,0,0,0,1,Germany
2021,0167-9457,17,17,0,10,0,17,Global
2022,0167-9457,10,10,0,6,0,10,Global
2017,0167-9473,5,5,2,5,0,5,Global
2018,0167-9473,5,5,3,5,0,5,Global
2019,0167-9473,7,7,4,7,0,7,Global
2019,0167-9473,1,1,1,1,0,1,Germany
2020,0167-9473,8,8,6,8,0,8,Global
2020,0167-9473,1,1,1,1,0,1,Germany
2021,0167-9473,16,16,6,13,0,16,Global
2022,0167-9473,20,20,16,8,0,20,Global
2022,0167-9473,1,1,1,1,0,1,Germany
2017,0167-9848,1,1,1,1,0,1,Global
2018,0167-9848,1,1,1,1,0,1,Global
2019,0167-9848,1,1,1,0,1,1,Global
2020,0167-9848,6,6,3,3,4,6,Global
2020,0167-9848,4,4,3,2,3,4,Germany
2021,0167-9848,3,3,2,3,3,3,Global
2021,0167-9848,1,1,1,1,1,1,Germany
2022,0167-9848,4,4,4,3,2,4,Global
2022,0167-9848,2,2,2,2,1,2,Germany
2017,0168-0072,3,3,0,3,0,3,Global
2018,0168-0072,1,1,0,1,0,1,Global
2019,0168-0072,1,1,0,0,0,1,Global
2020,0168-0072,1,1,0,1,0,1,Global
2021,0168-0072,8,8,2,5,0,8,Global
2021,0168-0072,1,1,0,1,0,1,Germany
2022,0168-0072,16,16,10,12,0,16,Global
2017,0168-0102,6,6,1,5,0,6,Global
2018,0168-0102,7,7,0,6,0,7,Global
2018,0168-0102,1,1,0,1,0,1,Germany
2019,0168-0102,10,10,6,8,0,10,Global
2020,0168-0102,13,13,1,13,0,13,Global
2021,0168-0102,19,19,10,19,0,19,Global
2022,0168-0102,33,33,16,21,0,33,Global
2017,0168-1591,5,5,2,3,0,5,Global
2017,0168-1591,1,1,1,1,0,1,Germany
2018,0168-1591,7,7,4,6,0,7,Global
2019,0168-1591,11,11,6,8,0,11,Global
2019,0168-1591,3,3,2,3,0,3,Germany
2020,0168-1591,18,18,2,16,0,18,Global
2021,0168-1591,53,53,20,28,0,53,Global
2021,0168-1591,2,2,1,1,0,2,Germany
2022,0168-1591,63,63,0,23,0,63,Global
2022,0168-1591,2,2,0,0,0,2,Germany
2017,0168-1605,11,11,3,6,0,11,Global
2018,0168-1605,14,14,10,8,0,14,Global
2019,0168-1605,14,14,7,12,0,14,Global
2020,0168-1605,31,31,18,28,0,31,Global
2020,0168-1605,1,1,0,1,0,1,Germany
2021,0168-1605,44,44,1,29,0,44,Global
2021,0168-1605,5,5,0,5,0,5,Germany
2022,0168-1605,50,50,1,27,0,50,Global
2017,0168-1656,46,46,0,27,0,46,Global
2017,0168-1656,29,29,0,18,0,29,Germany
2018,0168-1656,11,11,6,10,0,11,Global
2019,0168-1656,12,12,8,12,0,12,Global
2019,0168-1656,1,1,1,1,0,1,Germany
2020,0168-1656,11,11,7,10,0,11,Global
2020,0168-1656,1,1,0,1,0,1,Germany
2021,0168-1656,30,30,24,24,0,30,Global
2021,0168-1656,4,4,3,3,0,4,Germany
2022,0168-1656,10,10,0,6,0,10,Global
2022,0168-1656,2,2,0,0,0,2,Germany
2017,0168-1699,8,8,1,7,0,8,Global
2017,0168-1699,3,3,1,3,0,3,Germany
2018,0168-1699,11,11,6,9,0,11,Global
2018,0168-1699,1,1,1,1,0,1,Germany
2019,0168-1699,33,33,9,30,0,33,Global
2019,0168-1699,3,3,3,3,0,3,Germany
2020,0168-1699,61,61,1,50,0,61,Global
2020,0168-1699,5,5,1,4,0,5,Germany
2021,0168-1699,55,55,0,34,0,55,Global
2021,0168-1699,7,7,0,5,0,7,Germany
2022,0168-1699,75,75,8,21,0,75,Global
2022,0168-1699,5,5,2,1,0,5,Germany
2017,0168-1702,20,20,2,15,0,20,Global
2018,0168-1702,11,11,2,10,0,11,Global
2018,0168-1702,1,1,1,0,0,1,Germany
2019,0168-1702,13,13,5,12,0,13,Global
2020,0168-1702,39,39,0,33,0,39,Global
2020,0168-1702,2,2,0,1,0,2,Germany
2021,0168-1702,17,17,9,10,0,17,Global
2021,0168-1702,2,2,1,0,0,2,Germany
2022,0168-1702,28,28,14,11,0,28,Global
2022,0168-1702,2,2,1,0,0,2,Germany
2017,0168-1923,18,18,0,15,0,18,Global
2017,0168-1923,1,1,0,0,0,1,Germany
2018,0168-1923,22,22,6,19,0,22,Global
2018,0168-1923,2,2,1,1,0,2,Germany
2019,0168-1923,18,18,14,15,0,18,Global
2019,0168-1923,2,2,1,1,0,2,Germany
2020,0168-1923,29,29,27,23,0,29,Global
2021,0168-1923,52,52,50,38,0,52,Global
2021,0168-1923,2,2,2,2,0,2,Germany
2022,0168-1923,77,77,44,25,0,75,Global
2022,0168-1923,6,6,3,1,0,6,Germany
2017,0168-2563,25,25,17,20,0,25,Global
2017,0168-2563,1,1,1,1,0,1,Germany
2018,0168-2563,17,17,13,16,1,17,Global
2018,0168-2563,1,1,1,1,0,1,Germany
2019,0168-2563,13,13,12,11,5,12,Global
2019,0168-2563,2,2,2,2,0,2,Germany
2020,0168-2563,34,34,29,30,33,32,Global
2020,0168-2563,10,10,8,9,10,10,Germany
2021,0168-2563,42,42,40,41,41,41,Global
2021,0168-2563,8,8,8,8,8,8,Germany
2022,0168-2563,28,28,26,27,27,27,Global
2022,0168-2563,5,5,4,5,5,5,Germany
2017,0168-3659,31,31,21,24,0,31,Global
2018,0168-3659,45,45,30,37,0,45,Global
2019,0168-3659,40,40,28,37,0,40,Global
2019,0168-3659,1,1,0,1,0,1,Germany
2020,0168-3659,52,52,33,47,0,52,Global
2020,0168-3659,2,2,1,2,0,2,Germany
2021,0168-3659,64,64,1,47,0,64,Global
2021,0168-3659,2,2,0,2,0,2,Germany
2022,0168-3659,77,77,0,30,0,76,Global
2022,0168-3659,1,1,0,1,0,1,Germany
2017,0168-583X,5,5,0,3,0,5,Global
2018,0168-583X,5,5,0,4,0,5,Global
2019,0168-583X,6,6,3,4,0,6,Global
2020,0168-583X,20,20,7,9,0,20,Global
2020,0168-583X,2,2,1,2,0,2,Germany
2021,0168-583X,12,12,1,12,0,12,Global
2021,0168-583X,2,2,0,2,0,2,Germany
2022,0168-583X,13,13,8,4,0,13,Global
2017,0168-6445,7,0,0,7,0,7,Global
2017,0168-6445,2,0,0,2,0,2,Germany
2018,0168-6445,14,0,11,12,0,14,Global
2018,0168-6445,1,0,0,1,0,1,Germany
2019,0168-6445,19,0,10,19,17,19,Global
2019,0168-6445,1,0,0,1,1,1,Germany
2020,0168-6445,24,0,18,23,24,24,Global
2020,0168-6445,2,0,2,2,2,2,Germany
2021,0168-6445,27,0,27,21,26,27,Global
2021,0168-6445,4,0,4,4,4,4,Germany
2022,0168-6445,13,0,13,11,13,13,Global
2022,0168-6445,5,0,5,4,5,5,Germany
2017,0168-6496,1,0,0,1,0,1,Global
2018,0168-6496,35,0,22,28,2,35,Global
2018,0168-6496,5,0,4,3,0,5,Germany
2019,0168-6496,27,0,18,25,19,27,Global
2019,0168-6496,5,0,3,5,4,5,Germany
2020,0168-6496,34,0,25,30,34,34,Global
2020,0168-6496,4,0,3,4,4,4,Germany
2021,0168-6496,33,0,31,26,33,33,Global
2021,0168-6496,4,0,4,4,4,4,Germany
2022,0168-6496,23,0,20,21,23,23,Global
2022,0168-6496,2,0,2,2,2,2,Germany
2017,0168-6577,17,17,5,6,0,16,Global
2017,0168-6577,1,1,0,0,0,1,Germany
2018,0168-6577,27,27,17,18,0,27,Global
2018,0168-6577,4,4,2,3,0,4,Germany
2019,0168-6577,10,10,8,9,4,10,Global
2020,0168-6577,17,17,14,14,17,17,Global
2020,0168-6577,6,6,5,6,6,6,Germany
2021,0168-6577,19,19,17,15,19,18,Global
2021,0168-6577,4,4,4,2,4,3,Germany
2022,0168-6577,30,30,29,28,29,29,Global
2022,0168-6577,6,6,6,6,6,6,Germany
2017,0168-7034,4,4,1,4,0,4,Global
2018,0168-7034,7,7,4,7,0,7,Global
2019,0168-7034,11,11,9,11,5,11,Global
2020,0168-7034,10,10,10,10,10,10,Global
2021,0168-7034,11,11,10,9,11,11,Global
2021,0168-7034,3,3,3,3,3,3,Germany
2022,0168-7034,14,14,14,8,12,12,Global
2022,0168-7034,1,1,1,1,1,1,Germany
2017,0168-7433,8,8,6,6,1,8,Global
2017,0168-7433,1,1,1,0,1,1,Germany
2018,0168-7433,18,18,14,18,0,18,Global
2018,0168-7433,3,3,3,3,0,3,Germany
2019,0168-7433,9,9,9,9,2,9,Global
2020,0168-7433,20,20,17,20,18,18,Global
2020,0168-7433,6,6,4,6,5,5,Germany
2021,0168-7433,13,13,9,9,12,11,Global
2021,0168-7433,2,2,2,1,2,1,Germany
2022,0168-7433,13,13,10,9,11,11,Global
2022,0168-7433,4,4,2,4,4,4,Germany
2017,0168-8162,26,26,13,17,0,26,Global
2018,0168-8162,15,15,12,9,0,15,Global
2019,0168-8162,20,20,14,12,5,20,Global
2020,0168-8162,20,20,13,17,19,20,Global
2020,0168-8162,2,2,2,2,2,2,Germany
2021,0168-8162,30,30,27,23,30,30,Global
2021,0168-8162,4,4,3,3,4,4,Germany
2022,0168-8162,15,15,12,13,14,14,Global
2022,0168-8162,2,2,2,2,2,2,Germany
2017,0168-8227,27,27,4,13,0,27,Global
2018,0168-8227,23,23,10,15,0,23,Global
2018,0168-8227,1,1,1,1,0,1,Germany
2019,0168-8227,30,30,9,17,0,30,Global
2019,0168-8227,2,2,1,1,0,2,Germany
2020,0168-8227,37,37,0,19,0,37,Global
2021,0168-8227,81,81,2,42,0,80,Global
2021,0168-8227,2,2,0,1,0,2,Germany
2022,0168-8227,70,70,14,28,0,70,Global
2022,0168-8227,4,4,0,1,0,4,Germany
2017,0168-8278,20,20,2,3,0,19,Global
2017,0168-8278,2,2,1,0,0,2,Germany
2018,0168-8278,20,20,3,12,0,20,Global
2018,0168-8278,1,1,0,1,0,1,Germany
2019,0168-8278,27,27,20,22,0,27,Global
2019,0168-8278,2,2,2,2,0,2,Germany
2020,0168-8278,40,40,26,38,0,39,Global
2020,0168-8278,6,6,4,6,0,6,Germany
2021,0168-8278,86,86,78,62,0,86,Global
2021,0168-8278,14,14,14,11,0,14,Germany
2022,0168-8278,100,100,87,32,0,99,Global
2022,0168-8278,7,7,7,4,0,7,Germany
2017,0168-8510,37,37,14,12,0,37,Global
2017,0168-8510,1,1,1,0,0,1,Germany
2018,0168-8510,54,54,21,24,0,54,Global
2018,0168-8510,5,5,2,3,0,5,Germany
2019,0168-8510,51,51,29,27,0,51,Global
2019,0168-8510,4,4,1,2,0,4,Germany
2020,0168-8510,48,48,25,31,0,47,Global
2020,0168-8510,2,2,1,1,0,2,Germany
2021,0168-8510,67,67,15,42,0,67,Global
2021,0168-8510,4,4,3,2,0,4,Germany
2022,0168-8510,64,64,39,25,0,64,Global
2022,0168-8510,2,2,2,0,0,2,Germany
2017,0168-874X,1,1,0,1,0,1,Global
2018,0168-874X,5,5,2,5,0,5,Global
2018,0168-874X,1,1,1,1,0,1,Germany
2019,0168-874X,1,1,1,1,0,1,Global
2019,0168-874X,1,1,1,1,0,1,Germany
2020,0168-874X,1,1,0,1,0,1,Global
2021,0168-874X,5,5,5,4,0,5,Global
2022,0168-874X,10,10,9,2,0,10,Global
2017,0168-9002,51,51,0,28,0,49,Global
2017,0168-9002,8,8,0,4,0,8,Germany
2018,0168-9002,176,176,0,133,0,171,Global
2018,0168-9002,32,32,0,24,0,32,Germany
2019,0168-9002,53,53,0,36,0,52,Global
2019,0168-9002,7,7,0,3,0,7,Germany
2020,0168-9002,92,92,11,70,0,92,Global
2020,0168-9002,7,7,1,6,0,7,Germany
2021,0168-9002,97,97,85,69,0,97,Global
2021,0168-9002,9,9,7,7,0,9,Germany
2022,0168-9002,99,99,88,52,0,99,Global
2022,0168-9002,8,8,7,4,0,8,Germany
2017,0168-9274,1,1,0,0,0,1,Global
2019,0168-9274,1,1,0,1,0,1,Global
2020,0168-9274,3,3,1,2,0,3,Global
2021,0168-9274,5,5,3,5,0,5,Global
2022,0168-9274,17,17,12,7,0,17,Global
2017,0168-9452,3,3,0,2,0,3,Global
2018,0168-9452,14,14,3,12,0,14,Global
2018,0168-9452,1,1,0,1,0,1,Germany
2019,0168-9452,26,26,6,26,0,26,Global
2019,0168-9452,4,4,1,4,0,4,Germany
2020,0168-9452,21,21,6,20,0,21,Global
2020,0168-9452,1,1,1,1,0,1,Germany
2021,0168-9452,26,26,15,22,0,26,Global
2021,0168-9452,2,2,0,2,0,2,Germany
2022,0168-9452,26,26,5,13,0,26,Global
2022,0168-9452,2,2,1,2,0,2,Germany
2017,0168-9525,6,6,0,2,0,6,Global
2018,0168-9525,7,7,1,4,0,7,Global
2018,0168-9525,1,1,1,1,0,1,Germany
2019,0168-9525,15,15,3,11,0,15,Global
2019,0168-9525,1,1,0,0,0,1,Germany
2020,0168-9525,17,17,5,14,0,17,Global
2020,0168-9525,1,1,0,1,0,1,Germany
2021,0168-9525,28,28,10,22,0,28,Global
2021,0168-9525,2,2,0,2,0,2,Germany
2022,0168-9525,38,38,30,11,0,38,Global
2022,0168-9525,4,4,3,0,0,4,Germany
2020,0168-9789,1,1,0,0,1,0,Global
2021,0168-9789,10,10,1,1,10,0,Global
2022,0168-9789,1,1,1,0,1,0,Global
2018,0169-023X,1,1,0,0,0,1,Global
2019,0169-023X,2,2,2,1,0,2,Global
2021,0169-023X,8,8,6,5,0,8,Global
2021,0169-023X,2,2,2,2,0,2,Germany
2022,0169-023X,6,6,2,2,0,6,Global
2017,0169-1317,5,5,3,5,0,5,Global
2018,0169-1317,6,6,4,6,0,6,Global
2019,0169-1317,4,4,3,3,0,4,Global
2020,0169-1317,4,4,2,4,0,4,Global
2021,0169-1317,19,19,1,12,0,19,Global
2022,0169-1317,21,21,0,4,0,21,Global
2017,0169-1368,10,10,3,6,0,10,Global
2017,0169-1368,1,1,0,1,0,1,Germany
2018,0169-1368,16,16,6,5,0,16,Global
2019,0169-1368,21,21,3,18,0,21,Global
2019,0169-1368,1,1,1,1,0,1,Germany
2020,0169-1368,16,16,1,13,0,15,Global
2020,0169-1368,2,2,0,2,0,2,Germany
2021,0169-1368,98,98,19,60,0,98,Global
2021,0169-1368,3,3,1,2,0,3,Germany
2022,0169-1368,484,484,48,218,0,483,Global
2022,0169-1368,6,6,0,3,0,6,Germany
2017,0169-1864,2,2,1,1,0,2,Global
2019,0169-1864,6,3,2,2,0,6,Global
2020,0169-1864,14,0,10,7,0,14,Global
2021,0169-1864,28,0,18,24,0,28,Global
2021,0169-1864,1,0,1,1,0,1,Germany
2022,0169-1864,18,0,11,15,0,18,Global
2017,0169-2046,25,25,8,15,0,25,Global
2017,0169-2046,1,1,0,1,0,1,Germany
2018,0169-2046,28,28,4,16,0,28,Global
2019,0169-2046,27,27,16,19,0,27,Global
2019,0169-2046,2,2,1,1,0,2,Germany
2020,0169-2046,52,52,4,31,0,52,Global
2020,0169-2046,3,3,0,2,0,3,Germany
2021,0169-2046,79,79,17,56,0,79,Global
2021,0169-2046,6,6,1,5,0,6,Germany
2022,0169-2046,75,75,13,33,0,75,Global
2022,0169-2046,5,5,1,2,0,5,Germany
2017,0169-2070,3,3,0,0,0,3,Global
2018,0169-2070,3,3,0,3,0,3,Global
2019,0169-2070,5,5,0,2,0,5,Global
2020,0169-2070,8,8,0,3,0,8,Global
2020,0169-2070,1,1,0,0,0,1,Germany
2021,0169-2070,13,13,2,9,0,13,Global
2021,0169-2070,2,2,0,1,0,2,Germany
2022,0169-2070,33,33,21,14,0,33,Global
2022,0169-2070,1,1,0,0,0,1,Germany
2017,0169-2607,2,2,0,2,0,2,Global
2018,0169-2607,7,7,3,3,0,7,Global
2019,0169-2607,8,8,4,7,0,8,Global
2019,0169-2607,1,1,1,1,0,1,Germany
2020,0169-2607,30,30,3,23,0,30,Global
2020,0169-2607,1,1,0,1,0,1,Germany
2021,0169-2607,61,61,56,38,0,61,Global
2022,0169-2607,104,104,87,46,0,103,Global
2022,0169-2607,5,5,4,2,0,5,Germany
2019,0169-2968,3,0,0,0,0,0,Global
2020,0169-2968,1,0,0,0,0,0,Global
2017,0169-3298,18,18,11,13,7,18,Global
2017,0169-3298,1,1,1,0,0,1,Germany
2018,0169-3298,9,9,7,7,1,9,Global
2018,0169-3298,1,1,1,0,0,1,Germany
2019,0169-3298,23,23,20,12,5,22,Global
2019,0169-3298,1,1,0,0,0,1,Germany
2020,0169-3298,9,9,6,4,9,9,Global
2020,0169-3298,2,2,1,0,2,2,Germany
2021,0169-3298,18,18,18,17,17,17,Global
2021,0169-3298,3,3,3,2,3,2,Germany
2022,0169-3298,18,18,15,12,12,16,Global
2022,0169-3298,3,3,1,3,2,3,Germany
2017,0169-3816,3,3,0,2,0,3,Global
2018,0169-3816,2,2,2,2,0,2,Global
2019,0169-3816,1,1,1,1,1,1,Global
2020,0169-3816,1,1,0,1,1,1,Global
2021,0169-3816,7,7,4,5,7,6,Global
2022,0169-3816,3,3,1,3,3,3,Global
2022,0169-3816,1,1,1,1,1,1,Germany
2017,0169-3867,8,8,4,4,0,8,Global
2018,0169-3867,8,8,5,3,0,8,Global
2019,0169-3867,13,13,8,4,2,12,Global
2019,0169-3867,1,1,1,0,1,1,Germany
2020,0169-3867,12,12,11,7,11,12,Global
2020,0169-3867,3,3,3,2,3,3,Germany
2021,0169-3867,24,24,23,18,23,24,Global
2021,0169-3867,7,7,7,6,7,7,Germany
2022,0169-3867,26,26,25,21,24,24,Global
2022,0169-3867,9,9,8,8,9,9,Germany
2017,0169-3913,28,28,17,25,0,28,Global
2017,0169-3913,1,1,0,1,0,1,Germany
2018,0169-3913,42,42,36,35,0,42,Global
2018,0169-3913,2,2,2,1,0,2,Germany
2019,0169-3913,28,28,22,22,12,27,Global
2019,0169-3913,2,2,2,1,0,1,Germany
2020,0169-3913,37,37,34,30,37,37,Global
2020,0169-3913,8,8,6,8,8,8,Germany
2021,0169-3913,57,57,53,51,57,54,Global
2021,0169-3913,10,10,10,10,10,10,Germany
2022,0169-3913,55,55,51,43,50,51,Global
2022,0169-3913,7,7,6,6,7,7,Germany
2017,0169-409X,13,13,0,9,0,13,Global
2017,0169-409X,2,2,0,1,0,2,Germany
2018,0169-409X,8,8,0,3,0,8,Global
2018,0169-409X,1,1,0,0,0,1,Germany
2019,0169-409X,11,11,0,7,0,11,Global
2019,0169-409X,4,4,0,2,0,4,Germany
2020,0169-409X,25,25,0,22,0,25,Global
2020,0169-409X,4,4,0,4,0,4,Germany
2021,0169-409X,61,61,32,42,0,61,Global
2021,0169-409X,3,3,2,3,0,3,Germany
2022,0169-409X,38,38,5,16,0,38,Global
2022,0169-409X,5,5,2,1,0,5,Germany
2017,0169-4243,1,1,0,0,0,1,Global
2020,0169-4243,1,0,1,0,0,1,Global
2021,0169-4243,10,0,2,2,0,10,Global
2022,0169-4243,4,0,1,1,0,4,Global
2017,0169-4286,2,2,2,2,0,2,Global
2018,0169-4286,10,10,9,8,0,10,Global
2019,0169-4286,8,8,6,5,4,8,Global
2020,0169-4286,9,9,9,8,9,8,Global
2020,0169-4286,3,3,3,3,3,3,Germany
2021,0169-4286,12,12,12,10,11,11,Global
2022,0169-4286,7,7,7,7,7,7,Global
2022,0169-4286,2,2,2,2,2,2,Germany
2017,0169-4332,21,21,2,14,0,21,Global
2017,0169-4332,2,2,0,1,0,2,Germany
2018,0169-4332,17,17,2,13,0,17,Global
2018,0169-4332,2,2,0,2,0,2,Germany
2019,0169-4332,19,19,10,17,0,19,Global
2019,0169-4332,2,2,1,2,0,2,Germany
2020,0169-4332,82,82,29,69,0,82,Global
2020,0169-4332,6,6,3,4,0,6,Germany
2021,0169-4332,125,125,20,101,0,125,Global
2021,0169-4332,4,4,1,3,0,4,Germany
2022,0169-4332,179,179,34,98,0,179,Global
2022,0169-4332,7,7,1,5,0,7,Germany
2017,0169-5002,26,26,1,8,0,25,Global
2017,0169-5002,1,1,0,1,0,1,Germany
2018,0169-5002,32,32,15,20,0,31,Global
2018,0169-5002,4,4,3,3,0,4,Germany
2019,0169-5002,34,34,20,21,0,29,Global
2019,0169-5002,5,5,3,2,0,4,Germany
2020,0169-5002,53,53,16,41,0,53,Global
2020,0169-5002,2,2,0,2,0,2,Germany
2021,0169-5002,75,75,39,40,0,72,Global
2021,0169-5002,3,3,1,2,0,2,Germany
2022,0169-5002,63,63,9,20,0,63,Global
2022,0169-5002,4,4,1,1,0,4,Germany
2018,0169-5150,7,7,0,4,0,7,Global
2019,0169-5150,12,12,0,5,0,12,Global
2019,0169-5150,4,4,0,2,0,4,Germany
