issn_l,cr_year,cc,cc_total,jn_all,prop
1434-5293,2019,CC BY,2,41,0.04878048780487805
1434-5293,2020,CC BY,15,63,0.23809523809523808
1434-5293,2021,CC BY,24,96,0.25
1434-5293,2022,CC BY,15,58,0.25862068965517243
1434-6001,2017,CC BY,28,246,0.11382113821138211
1434-6001,2018,CC BY,24,236,0.1016949152542373
1434-6001,2019,CC BY,27,250,0.108
1434-6001,2020,CC BY,82,301,0.2724252491694352
1434-6001,2021,CC BY,84,342,0.24561403508771928
1434-6001,2022,CC BY,46,189,0.24338624338624337
1434-6028,2017,CC BY,6,260,0.023076923076923078
1434-6028,2018,CC BY,47,321,0.14641744548286603
1434-6028,2019,CC BY,16,281,0.05693950177935943
1434-6028,2020,CC BY,23,227,0.1013215859030837
1434-6028,2021,CC BY,42,250,0.168
1434-6028,2022,CC BY,22,162,0.13580246913580246
1434-6060,2017,CC BY,34,342,0.09941520467836257
1434-6060,2018,CC BY,18,228,0.07894736842105263
1434-6060,2019,CC BY,22,268,0.08208955223880597
1434-6060,2020,CC BY,37,242,0.15289256198347106
1434-6060,2021,CC BY,65,316,0.20569620253164558
1434-6060,2022,CC BY,34,177,0.192090395480226
1434-6222,2017,CC BY,4,137,0.029197080291970802
1434-6222,2018,CC BY,5,151,0.033112582781456956
1434-6222,2019,CC BY,4,108,0.037037037037037035
1434-6222,2020,CC BY,17,144,0.11805555555555555
1434-6222,2021,CC BY,30,136,0.22058823529411764
1434-6222,2022,CC BY,31,106,0.29245283018867924
1434-6621,2017,CC BY-NC-ND,18,578,0.031141868512110725
1434-6621,2018,CC BY-NC-ND,13,362,0.03591160220994475
1434-6621,2018,CC BY,1,362,0.0027624309392265192
1434-6621,2019,CC BY,5,332,0.015060240963855422
1434-6621,2019,CC BY-NC-ND,18,332,0.05421686746987952
1434-6621,2020,CC BY-NC-ND,1,380,0.002631578947368421
1434-6621,2020,CC BY,64,380,0.16842105263157894
1434-6621,2021,CC BY,57,324,0.17592592592592593
1434-6621,2022,CC BY,46,240,0.19166666666666668
1434-663X,2017,CC BY,6,60,0.1
1434-663X,2018,CC BY,2,55,0.03636363636363636
1434-663X,2019,CC BY,8,54,0.14814814814814814
1434-663X,2020,CC BY,52,63,0.8253968253968254
1434-663X,2021,CC BY,69,76,0.9078947368421053
1434-663X,2022,CC BY,58,61,0.9508196721311475
1434-7229,2017,CC BY,2,72,0.027777777777777776
1434-7229,2018,CC BY,1,72,0.013888888888888888
1434-7229,2019,CC BY,9,65,0.13846153846153847
1434-7229,2020,CC BY,13,75,0.17333333333333334
1434-7229,2021,CC BY,19,77,0.24675324675324675
1434-7229,2022,CC BY,6,59,0.1016949152542373
1434-8411,2017,CC BY,1,367,0.0027247956403269754
1434-8411,2018,CC BY-NC-ND,1,497,0.002012072434607646
1434-8411,2019,CC BY,1,393,0.002544529262086514
1434-8411,2020,CC BY,1,397,0.0025188916876574307
1434-8411,2020,CC BY-NC-ND,2,397,0.005037783375314861
1434-8411,2021,CC BY,3,392,0.007653061224489796
1434-8411,2021,CC BY-NC-ND,8,392,0.02040816326530612
1434-8411,2022,CC BY,3,273,0.01098901098901099
1434-8411,2022,CC BY-NC-ND,8,273,0.029304029304029304
1435-0017,2017,NA,0,229,0
1435-0017,2018,NA,0,229,0
1435-0017,2019,NA,0,280,0
1435-0017,2020,NA,0,175,0
1435-0017,2021,NA,0,252,0
1435-0017,2022,NA,0,151,0
1435-2443,2017,CC BY,7,103,0.06796116504854369
1435-2443,2018,CC BY,9,94,0.09574468085106383
1435-2443,2019,CC BY,12,105,0.11428571428571428
1435-2443,2020,CC BY,56,194,0.28865979381443296
1435-2443,2021,CC BY,96,340,0.2823529411764706
1435-2443,2022,CC BY,97,301,0.3222591362126246
1435-246X,2017,CC BY,8,52,0.15384615384615385
1435-246X,2018,CC BY,10,85,0.11764705882352941
1435-246X,2019,CC BY,26,60,0.43333333333333335
1435-246X,2020,CC BY,20,48,0.4166666666666667
1435-246X,2021,CC BY,28,73,0.3835616438356164
1435-246X,2022,CC BY,10,25,0.4
1435-5558,2017,CC BY,13,54,0.24074074074074073
1435-5558,2018,CC BY,24,81,0.2962962962962963
1435-5558,2019,CC BY,21,81,0.25925925925925924
1435-5558,2020,CC BY,17,37,0.4594594594594595
1435-5558,2021,CC BY,16,36,0.4444444444444444
1435-5558,2022,CC BY,11,23,0.4782608695652174
1435-5930,2017,CC BY,1,18,0.05555555555555555
1435-5930,2018,CC BY,4,23,0.17391304347826086
1435-5930,2019,CC BY,6,29,0.20689655172413793
1435-5930,2020,CC BY,6,20,0.3
1435-5930,2021,CC BY,10,26,0.38461538461538464
1435-5930,2022,CC BY,12,29,0.41379310344827586
1435-6104,2017,NA,0,11,0
1435-6104,2018,NA,0,18,0
1435-6104,2019,CC BY,1,15,0.06666666666666667
1435-6104,2020,CC BY,3,12,0.25
1435-6104,2021,CC BY,2,18,0.1111111111111111
1435-6104,2022,CC BY,3,16,0.1875
1435-6163,2017,CC BY,1,15,0.06666666666666667
1435-6163,2018,CC BY,1,13,0.07692307692307693
1435-6163,2019,CC BY,2,14,0.14285714285714285
1435-6163,2020,CC BY,5,16,0.3125
1435-7402,2017,NA,0,654,0
1435-7402,2018,NA,0,668,0
1435-7402,2019,NA,0,286,0
1435-7402,2020,NA,0,388,0
1435-7402,2021,NA,0,375,0
1435-7402,2022,NA,0,222,0
1435-8603,2017,CC BY,2,138,0.014492753623188406
1435-8603,2018,CC BY,2,148,0.013513513513513514
1435-8603,2018,CC BY-NC-ND,1,148,0.006756756756756757
1435-8603,2019,CC BY,4,106,0.03773584905660377
1435-8603,2019,CC BY-NC,2,106,0.018867924528301886
1435-8603,2019,CC BY-NC-ND,1,106,0.009433962264150943
1435-8603,2020,CC BY-NC,3,122,0.02459016393442623
1435-8603,2020,CC BY,5,122,0.040983606557377046
1435-8603,2020,CC BY-NC-ND,2,122,0.01639344262295082
1435-8603,2021,CC BY-NC-ND,3,147,0.02040816326530612
1435-8603,2021,CC BY-NC,5,147,0.034013605442176874
1435-8603,2021,CC BY,10,147,0.06802721088435375
1435-8603,2022,CC BY-NC-ND,9,82,0.10975609756097561
1435-8603,2022,CC BY-NC,6,82,0.07317073170731707
1435-8603,2022,CC BY,6,82,0.07317073170731707
1435-9448,2017,CC BY-NC,1,88,0.011363636363636364
1435-9448,2017,CC BY,20,88,0.22727272727272727
1435-9448,2018,CC BY,22,71,0.30985915492957744
1435-9448,2019,CC BY,25,108,0.23148148148148148
1435-9448,2020,CC BY,31,110,0.2818181818181818
1435-9448,2021,CC BY,39,135,0.28888888888888886
1435-9448,2022,CC BY,42,103,0.4077669902912621
1435-9529,2017,CC BY,3,218,0.013761467889908258
1435-9529,2018,CC BY,4,216,0.018518518518518517
1435-9529,2019,CC BY,12,261,0.04597701149425287
1435-9529,2020,CC BY,11,346,0.031791907514450865
1435-9529,2021,CC BY,19,490,0.03877551020408163
1435-9529,2022,CC BY,18,400,0.045
1436-2228,2017,CC BY,4,61,0.06557377049180328
1436-2228,2018,CC BY,3,79,0.0379746835443038
1436-2228,2019,CC BY,6,65,0.09230769230769231
1436-2228,2020,CC BY,4,78,0.05128205128205128
1436-2228,2021,CC BY,12,74,0.16216216216216217
1436-2228,2022,CC BY,6,82,0.07317073170731707
1436-3011,2017,CC BY,4,102,0.0392156862745098
1436-3011,2018,CC BY,7,97,0.07216494845360824
1436-3011,2019,CC BY,4,91,0.04395604395604396
1436-3011,2020,CC BY,82,123,0.6666666666666666
1436-3011,2021,CC BY,113,129,0.875968992248062
1436-3011,2022,CC BY,56,60,0.9333333333333333
1436-3038,2017,NA,0,17,0
1436-3038,2018,NA,0,21,0
1436-3038,2020,NA,0,28,0
1436-3038,2022,NA,0,14,0
1436-3240,2017,CC BY,8,133,0.06015037593984962
1436-3240,2018,CC BY,9,129,0.06976744186046512
1436-3240,2019,CC BY,7,122,0.05737704918032787
1436-3240,2020,CC BY,23,178,0.12921348314606743
1436-3240,2021,CC BY,26,202,0.12871287128712872
1436-3240,2022,CC BY,22,164,0.13414634146341464
1436-3291,2017,CC BY,15,103,0.14563106796116504
1436-3291,2018,CC BY,25,122,0.20491803278688525
1436-3291,2019,CC BY,19,121,0.15702479338842976
1436-3291,2020,CC BY,22,110,0.2
1436-3291,2021,CC BY,32,125,0.256
1436-3291,2022,CC BY,20,72,0.2777777777777778
1436-3798,2017,CC BY,45,178,0.25280898876404495
1436-3798,2018,CC BY,45,168,0.26785714285714285
1436-3798,2019,CC BY,43,140,0.30714285714285716
1436-3798,2020,CC BY,49,140,0.35
1436-3798,2021,CC BY,45,130,0.34615384615384615
1436-3798,2022,CC BY,52,115,0.45217391304347826
1436-6207,2017,CC BY,49,227,0.21585903083700442
1436-6207,2018,CC BY,71,268,0.26492537313432835
1436-6207,2019,CC BY,70,272,0.25735294117647056
1436-6207,2020,CC BY,92,272,0.3382352941176471
1436-6207,2021,CC BY-NC,1,307,0.003257328990228013
1436-6207,2021,CC BY,111,307,0.36156351791530944
1436-6207,2022,CC BY,109,247,0.44129554655870445
1436-8730,2017,CC BY,2,99,0.020202020202020204
1436-8730,2017,CC BY-NC,1,99,0.010101010101010102
1436-8730,2018,CC BY,3,105,0.02857142857142857
1436-8730,2019,CC BY,15,98,0.15306122448979592
1436-8730,2020,CC BY-NC,8,80,0.1
1436-8730,2020,CC BY,18,80,0.225
1436-8730,2020,CC BY-NC-ND,7,80,0.0875
1436-8730,2021,CC BY-NC-ND,9,73,0.1232876712328767
1436-8730,2021,CC BY,24,73,0.3287671232876712
1436-8730,2022,CC BY-NC-ND,9,61,0.14754098360655737
1436-8730,2022,CC BY,21,61,0.3442622950819672
1436-8730,2022,CC BY-NC,5,61,0.08196721311475409
1436-9990,2017,CC BY,30,185,0.16216216216216217
1436-9990,2018,CC BY,19,185,0.10270270270270271
1436-9990,2019,CC BY,36,200,0.18
1436-9990,2020,CC BY,120,189,0.6349206349206349
1436-9990,2021,CC BY,150,202,0.7425742574257426
1436-9990,2022,CC BY,92,120,0.7666666666666667
1437-062X,2017,NA,0,424,0
1437-062X,2018,NA,0,405,0
1437-062X,2019,NA,0,277,0
1437-062X,2020,NA,0,338,0
1437-062X,2021,NA,0,401,0
1437-062X,2022,NA,0,278,0
1437-2053,2017,NA,0,22,0
1437-2053,2018,CC BY-NC-ND,1,8,0.125
1437-2053,2019,CC BY,1,19,0.05263157894736842
1437-2053,2020,CC BY,3,16,0.1875
1437-2053,2021,CC BY,2,24,0.08333333333333333
1437-2053,2022,CC BY,5,25,0.2
1437-3254,2017,CC BY,6,140,0.04285714285714286
1437-3254,2018,CC BY,10,91,0.10989010989010989
1437-3254,2019,CC BY,18,135,0.13333333333333333
1437-3254,2020,CC BY,31,154,0.2012987012987013
1437-3254,2021,CC BY,56,176,0.3181818181818182
1437-3254,2022,CC BY,25,109,0.22935779816513763
1437-4781,2017,CC BY,1,71,0.014084507042253521
1437-4781,2018,CC BY,2,73,0.0273972602739726
1437-4781,2019,NA,0,82,0
1437-4781,2020,CC BY,1,67,0.014925373134328358
1437-4781,2020,CC BY-NC-ND,1,67,0.014925373134328358
1437-4781,2021,CC BY-NC,1,57,0.017543859649122806
1437-4781,2021,CC BY-NC-ND,3,57,0.05263157894736842
1437-4781,2021,CC BY,5,57,0.08771929824561403
1437-4781,2022,CC BY,4,42,0.09523809523809523
1437-4781,2022,CC BY-NC-ND,2,42,0.047619047619047616
1437-4781,2022,CC BY-NC,1,42,0.023809523809523808
1438-1656,2017,CC BY-NC-ND,1,350,0.002857142857142857
1438-1656,2017,CC BY,1,350,0.002857142857142857
1438-1656,2017,CC BY-NC,1,350,0.002857142857142857
1438-1656,2018,CC BY,1,390,0.002564102564102564
1438-1656,2018,CC BY-NC,2,390,0.005128205128205128
1438-1656,2019,CC BY,24,393,0.061068702290076333
1438-1656,2019,CC BY-NC,8,393,0.020356234096692113
1438-1656,2019,CC BY-NC-ND,13,393,0.03307888040712468
1438-1656,2020,CC BY,63,451,0.13968957871396895
1438-1656,2020,CC BY-NC,10,451,0.022172949002217297
1438-1656,2020,CC BY-NC-ND,17,451,0.037694013303769404
1438-1656,2021,CC BY-NC-ND,55,601,0.09151414309484193
1438-1656,2021,CC BY-NC,22,601,0.036605657237936774
1438-1656,2021,CC BY,81,601,0.13477537437603992
1438-1656,2022,CC BY-NC-ND,40,499,0.08016032064128256
1438-1656,2022,CC BY-NC,14,499,0.028056112224448898
1438-1656,2022,CC BY,83,499,0.16633266533066132
1438-1680,2018,NA,0,19,0
1438-1680,2019,NA,0,9,0
1438-1680,2020,NA,0,25,0
1438-1680,2021,NA,0,19,0
1438-1680,2022,CC BY-NC-ND,8,9,0.8888888888888888
1438-2091,2017,NA,0,13,0
1438-2091,2018,NA,0,12,0
1438-2091,2019,CC BY-NC-ND,9,11,0.8181818181818182
1438-2091,2020,NA,0,17,0
1438-2091,2021,NA,0,13,0
1438-2377,2017,CC BY,30,185,0.16216216216216217
1438-2377,2018,CC BY,37,191,0.193717277486911
1438-2377,2019,CC BY,33,205,0.16097560975609757
1438-2377,2019,CC BY-NC,1,205,0.004878048780487805
1438-2377,2020,CC BY,52,233,0.22317596566523606
1438-2377,2021,CC BY,70,264,0.26515151515151514
1438-2377,2022,CC BY,52,200,0.26
1438-2563,2017,NA,0,243,0
1438-2563,2018,NA,0,40,0
1438-2563,2019,NA,0,42,0
1438-2563,2020,NA,0,53,0
1438-2563,2021,NA,0,56,0
1438-2563,2022,NA,0,54,0
1438-3276,2017,NA,0,1159,0
1438-3276,2018,NA,0,1104,0
1438-3276,2019,NA,0,1080,0
1438-3276,2020,NA,0,1002,0
1438-3276,2021,NA,0,949,0
1438-3276,2022,NA,0,692,0
1438-3292,2017,CC BY-NC-ND,2,309,0.006472491909385114
1438-3292,2018,NA,0,13,0
1438-3896,2017,CC BY,3,34,0.08823529411764706
1438-3896,2018,CC BY,6,39,0.15384615384615385
1438-3896,2019,CC BY-NC-ND,3,47,0.06382978723404255
1438-3896,2019,CC BY-NC,1,47,0.02127659574468085
1438-3896,2019,CC BY,7,47,0.14893617021276595
1438-3896,2020,CC BY,7,35,0.2
1438-3896,2020,CC BY-NC,2,35,0.05714285714285714
1438-3896,2020,CC BY-NC-ND,3,35,0.08571428571428572
1438-3896,2021,CC BY-NC,2,28,0.07142857142857142
1438-3896,2021,CC BY-NC-ND,2,28,0.07142857142857142
1438-3896,2021,CC BY,4,28,0.14285714285714285
1438-3896,2022,CC BY-NC-ND,4,30,0.13333333333333333
1438-3896,2022,CC BY-NC,1,30,0.03333333333333333
1438-3896,2022,CC BY,3,30,0.1
1438-4639,2017,CC BY,4,157,0.025477707006369428
1438-4639,2017,CC BY-NC-ND,20,157,0.12738853503184713
1438-4639,2018,CC BY,5,128,0.0390625
1438-4639,2018,CC BY-NC-ND,19,128,0.1484375
1438-4639,2019,CC BY,6,126,0.047619047619047616
1438-4639,2019,CC BY-NC-ND,15,126,0.11904761904761904
1438-4639,2020,CC BY-NC-ND,46,196,0.23469387755102042
1438-4639,2020,CC BY,11,196,0.05612244897959184
1438-4639,2021,CC BY-NC-ND,30,168,0.17857142857142858
1438-4639,2021,CC BY,19,168,0.1130952380952381
1438-4639,2022,CC BY,26,120,0.21666666666666667
1438-4639,2022,CC BY-NC-ND,12,120,0.1
1438-4957,2017,CC BY,5,118,0.0423728813559322
1438-4957,2018,CC BY,11,124,0.08870967741935484
1438-4957,2019,CC BY,10,137,0.072992700729927
1438-4957,2020,CC BY,10,182,0.054945054945054944
1438-4957,2021,CC BY,13,192,0.06770833333333333
1438-4957,2022,CC BY,17,176,0.09659090909090909
1438-7026,2017,NA,0,131,0
1438-7026,2018,NA,0,129,0
1438-7026,2019,NA,0,122,0
1438-7026,2020,NA,0,122,0
1438-7026,2021,NA,0,123,0
1438-7026,2022,NA,0,90,0
1438-7492,2017,CC BY,1,174,0.005747126436781609
1438-7492,2017,CC BY-NC-ND,1,174,0.005747126436781609
1438-7492,2018,CC BY-NC,1,225,0.0044444444444444444
1438-7492,2018,CC BY-NC-ND,1,225,0.0044444444444444444
1438-7492,2018,CC BY,8,225,0.035555555555555556
1438-7492,2019,CC BY-NC,1,230,0.004347826086956522
1438-7492,2019,CC BY-NC-ND,3,230,0.013043478260869565
1438-7492,2019,CC BY,2,230,0.008695652173913044
1438-7492,2020,CC BY-NC-ND,3,243,0.012345679012345678
1438-7492,2020,CC BY,17,243,0.06995884773662552
1438-7492,2020,CC BY-NC,4,243,0.01646090534979424
1438-7492,2021,CC BY,29,351,0.08262108262108261
1438-7492,2021,CC BY-NC,4,351,0.011396011396011397
1438-7492,2021,CC BY-NC-ND,6,351,0.017094017094017096
1438-7492,2022,CC BY-NC,12,271,0.04428044280442804
1438-7492,2022,CC BY-NC-ND,13,271,0.04797047970479705
1438-7492,2022,CC BY,34,271,0.12546125461254612
1438-7573,2017,CC BY,6,40,0.15
1438-7573,2018,CC BY,5,54,0.09259259259259259
1438-7573,2019,CC BY,10,33,0.30303030303030304
1438-7573,2020,CC BY,10,40,0.25
1438-7573,2021,CC BY,13,44,0.29545454545454547
1438-7573,2022,CC BY,10,46,0.21739130434782608
1438-7697,2017,NA,0,187,0
1438-7697,2018,CC BY-NC-ND,1,178,0.0056179775280898875
1438-7697,2018,CC BY,2,178,0.011235955056179775
1438-7697,2019,CC BY,9,162,0.05555555555555555
1438-7697,2019,CC BY-NC-ND,3,162,0.018518518518518517
1438-7697,2019,CC BY-NC,5,162,0.030864197530864196
1438-7697,2020,CC BY,7,107,0.06542056074766354
1438-7697,2020,CC BY-NC-ND,1,107,0.009345794392523364
1438-7697,2021,CC BY-NC-ND,6,95,0.06315789473684211
1438-7697,2021,CC BY,3,95,0.031578947368421054
1438-7697,2021,CC BY-NC,2,95,0.021052631578947368
1438-7697,2022,CC BY,6,60,0.1
1438-7697,2022,CC BY-NC,1,60,0.016666666666666666
1438-7697,2022,CC BY-NC-ND,6,60,0.1
1438-793X,2017,CC BY,5,44,0.11363636363636363
1438-793X,2018,CC BY,5,66,0.07575757575757576
1438-793X,2019,CC BY,10,78,0.1282051282051282
1438-793X,2020,CC BY,3,31,0.0967741935483871
1438-793X,2021,CC BY,4,60,0.06666666666666667
1438-793X,2022,CC BY,5,82,0.06097560975609756
1438-9002,2017,NA,0,39,0
1438-9002,2018,NA,0,34,0
1438-9002,2019,NA,0,39,0
1438-9002,2020,NA,0,47,0
1438-9002,2021,NA,0,47,0
1438-9002,2022,NA,0,33,0
1438-9010,2017,NA,0,379,0
1438-9010,2018,NA,0,363,0
1438-9010,2019,CC BY-NC-ND,2,351,0.005698005698005698
1438-9010,2020,NA,0,440,0
1438-9010,2021,CC BY-NC-ND,1,399,0.002506265664160401
1438-9010,2022,CC BY-NC-ND,4,297,0.013468013468013467
1439-0108,2017,CC BY,18,265,0.06792452830188679
1439-0108,2018,CC BY,32,310,0.1032258064516129
1439-0108,2019,CC BY,15,322,0.046583850931677016
1439-0108,2020,CC BY,38,302,0.12582781456953643
1439-0108,2021,CC BY,29,271,0.1070110701107011
1439-0108,2022,CC BY,25,228,0.10964912280701754
1439-0574,2017,CC BY,12,88,0.13636363636363635
1439-0574,2018,CC BY,21,78,0.2692307692307692
1439-0574,2019,CC BY,18,105,0.17142857142857143
1439-0574,2020,CC BY,22,94,0.23404255319148937
1439-0574,2021,CC BY,37,112,0.33035714285714285
1439-0574,2022,CC BY,25,60,0.4166666666666667
1439-0930,2017,NA,0,58,0
1439-0930,2018,CC BY-NC-ND,1,48,0.020833333333333332
1439-0930,2019,CC BY-NC-ND,1,47,0.02127659574468085
1439-0930,2020,NA,0,44,0
1439-0930,2021,NA,0,47,0
1439-0930,2022,NA,0,41,0
1439-1589,2017,NA,0,176,0
1439-1589,2018,NA,0,174,0
1439-1589,2019,NA,0,151,0
1439-1589,2020,NA,0,124,0
1439-1589,2021,NA,0,160,0
1439-1589,2022,CC BY,1,115,0.008695652173913044
1439-1791,2017,CC BY,2,66,0.030303030303030304
1439-1791,2017,CC BY-NC-ND,5,66,0.07575757575757576
1439-1791,2018,CC BY,2,85,0.023529411764705882
1439-1791,2018,CC BY-NC-ND,1,85,0.011764705882352941
1439-1791,2019,CC BY,3,65,0.046153846153846156
1439-1791,2020,CC BY,2,73,0.0273972602739726
1439-1791,2020,CC BY-NC-ND,5,73,0.0684931506849315
1439-1791,2021,CC BY-NC-ND,17,132,0.12878787878787878
1439-1791,2021,CC BY,21,132,0.1590909090909091
1439-1791,2022,CC BY,31,95,0.3263157894736842
1439-1791,2022,CC BY-NC-ND,58,95,0.6105263157894737
1439-2127,2017,NA,0,104,0
1439-2127,2018,NA,0,93,0
1439-2127,2019,NA,0,144,0
1439-2127,2020,NA,0,145,0
1439-2127,2021,NA,0,135,0
1439-2127,2022,NA,0,88,0
1439-3557,2017,NA,0,201,0
1439-3557,2018,NA,0,235,0
1439-3557,2019,NA,0,234,0
1439-3557,2020,NA,0,192,0
1439-3557,2021,NA,0,246,0
1439-3557,2022,NA,0,161,0
1439-4227,2017,CC BY,12,350,0.03428571428571429
1439-4227,2017,CC BY-NC-ND,12,350,0.03428571428571429
1439-4227,2017,CC BY-NC,3,350,0.008571428571428572
1439-4227,2018,CC BY-NC-ND,12,441,0.027210884353741496
1439-4227,2018,CC BY-NC,7,441,0.015873015873015872
1439-4227,2018,CC BY,10,441,0.022675736961451247
1439-4227,2019,CC BY-NC-ND,25,480,0.052083333333333336
1439-4227,2019,CC BY-NC,15,480,0.03125
1439-4227,2019,CC BY,30,480,0.0625
1439-4227,2020,CC BY-NC-ND,35,542,0.06457564575645756
1439-4227,2020,CC BY-NC,23,542,0.042435424354243544
1439-4227,2020,CC BY,101,542,0.1863468634686347
1439-4227,2021,CC BY-NC,29,398,0.0728643216080402
1439-4227,2021,CC BY-NC-ND,27,398,0.0678391959798995
1439-4227,2021,CC BY,65,398,0.16331658291457288
1439-4227,2022,CC BY-NC-ND,34,313,0.10862619808306709
1439-4227,2022,CC BY,62,313,0.19808306709265175
1439-4227,2022,CC BY-NC,30,313,0.09584664536741214
1439-4235,2017,CC BY-NC,5,476,0.01050420168067227
1439-4235,2017,CC BY-NC-ND,5,476,0.01050420168067227
1439-4235,2017,CC BY,11,476,0.023109243697478993
1439-4235,2018,CC BY,10,483,0.020703933747412008
1439-4235,2018,CC BY-NC-ND,8,483,0.016563146997929608
1439-4235,2018,CC BY-NC,5,483,0.010351966873706004
1439-4235,2019,CC BY-NC,5,420,0.011904761904761904
1439-4235,2019,CC BY-NC-ND,7,420,0.016666666666666666
1439-4235,2019,CC BY,24,420,0.05714285714285714
1439-4235,2020,CC BY-NC-ND,16,392,0.04081632653061224
1439-4235,2020,CC BY,49,392,0.125
1439-4235,2020,CC BY-NC,10,392,0.025510204081632654
1439-4235,2021,CC BY,38,327,0.1162079510703364
1439-4235,2021,CC BY-NC,21,327,0.06422018348623854
1439-4235,2021,CC BY-NC-ND,22,327,0.0672782874617737
1439-4235,2022,CC BY,23,322,0.07142857142857142
1439-4235,2022,CC BY-NC,18,322,0.055900621118012424
1439-4235,2022,CC BY-NC-ND,25,322,0.07763975155279502
1439-4847,2017,NA,0,21,0
1439-4847,2018,NA,0,21,0
1439-4847,2019,NA,0,31,0
1439-5142,2017,NA,0,51,0
1439-5142,2018,NA,0,34,0
1439-5142,2019,CC BY-NC-ND,1,42,0.023809523809523808
1439-5142,2020,CC BY-NC-ND,1,41,0.024390243902439025
1439-5142,2021,NA,0,19,0
1439-5142,2022,NA,0,28,0
1439-6092,2017,CC BY,6,39,0.15384615384615385
1439-6092,2018,CC BY,7,32,0.21875
1439-6092,2019,CC BY,6,38,0.15789473684210525
1439-6092,2020,CC BY,10,45,0.2222222222222222
1439-6092,2021,CC BY,13,64,0.203125
1439-6092,2022,CC BY,12,51,0.23529411764705882
1439-6319,2017,CC BY,46,271,0.16974169741697417
1439-6319,2018,CC BY,44,261,0.1685823754789272
1439-6319,2019,CC BY,47,233,0.2017167381974249
1439-6319,2020,CC BY,76,270,0.2814814814814815
1439-6319,2021,CC BY,97,295,0.3288135593220339
1439-6319,2022,CC BY,65,181,0.35911602209944754
1439-7595,2017,CC BY-NC-ND,11,132,0.08333333333333333
1439-7595,2018,CC BY-NC-ND,8,144,0.05555555555555555
1439-7595,2018,CC BY,1,144,0.006944444444444444
1439-7595,2019,CC BY,1,179,0.00558659217877095
1439-7595,2019,CC BY-NC-ND,28,179,0.1564245810055866
1439-7595,2020,CC BY-NC-ND,24,137,0.17518248175182483
1439-7595,2021,CC BY-NC,20,206,0.0970873786407767
1439-7595,2021,CC BY-NC-ND,5,206,0.024271844660194174
1439-7595,2022,CC BY-NC,1,122,0.00819672131147541
1439-7617,2017,NA,0,118,0
1439-7617,2018,NA,0,106,0
1439-7617,2019,NA,0,106,0
1439-7617,2020,NA,0,114,0
1439-7617,2021,NA,0,97,0
1439-7617,2022,NA,0,115,0
1439-8621,2017,CC BY,4,29,0.13793103448275862
1439-8621,2018,CC BY,3,29,0.10344827586206896
1439-8621,2019,CC BY,1,36,0.027777777777777776
1439-8621,2020,CC BY,1,44,0.022727272727272728
1439-8621,2021,CC BY,1,42,0.023809523809523808
1439-8621,2022,CC BY,1,13,0.07692307692307693
1439-9326,2017,NA,0,16,0
1439-9326,2018,NA,0,23,0
1439-9326,2019,NA,0,16,0
1439-9326,2020,CC BY,2,19,0.10526315789473684
1439-9326,2021,NA,0,16,0
1439-9326,2022,NA,0,11,0
1439-9776,2017,NA,0,22,0
1439-9776,2018,NA,0,19,0
1439-9776,2019,NA,0,10,0
1439-9776,2020,NA,0,15,0
1439-9776,2021,NA,0,26,0
1439-9776,2022,NA,0,7,0
1439-9903,2017,CC BY-NC-ND,1,55,0.01818181818181818
1439-9903,2018,CC BY-NC-ND,1,50,0.02
1439-9903,2019,NA,0,45,0
1439-9903,2020,NA,0,54,0
1439-9903,2021,CC BY-NC-ND,1,49,0.02040816326530612
1439-9903,2022,CC BY-NC-ND,1,32,0.03125
1440-6381,2017,CC BY,1,111,0.009009009009009009
1440-6381,2017,CC BY-NC-ND,1,111,0.009009009009009009
1440-6381,2018,CC BY,2,104,0.019230769230769232
1440-6381,2019,CC BY-NC,1,122,0.00819672131147541
1440-6381,2019,CC BY,6,122,0.04918032786885246
1440-6381,2020,CC BY-NC,2,114,0.017543859649122806
1440-6381,2020,CC BY,6,114,0.05263157894736842
1440-6381,2021,CC BY-NC,1,129,0.007751937984496124
1440-6381,2021,CC BY,1,129,0.007751937984496124
1440-6381,2022,CC BY-NC,4,86,0.046511627906976744
1440-6381,2022,CC BY,18,86,0.20930232558139536
1440-6381,2022,CC BY-NC-ND,24,86,0.27906976744186046
1440-7833,2017,NA,0,62,0
1440-7833,2018,NA,0,67,0
1440-7833,2019,CC BY-NC,1,77,0.012987012987012988
1440-7833,2020,CC BY,7,72,0.09722222222222222
1440-7833,2020,CC BY-NC,2,72,0.027777777777777776
1440-7833,2021,CC BY-NC,9,86,0.10465116279069768
1440-7833,2021,CC BY,7,86,0.08139534883720931
1440-7833,2022,CC BY-NC,4,29,0.13793103448275862
1440-9917,2017,CC BY-NC-ND,1,35,0.02857142857142857
1440-9917,2018,NA,0,17,0
1440-9917,2019,CC BY-NC-ND,2,39,0.05128205128205128
1440-9917,2020,CC BY-NC-ND,2,23,0.08695652173913043
1440-9917,2021,CC BY-NC-ND,3,25,0.12
1440-9917,2021,CC BY,2,25,0.08
1440-9917,2022,CC BY-NC-ND,1,17,0.058823529411764705
1440-9917,2022,CC BY,1,17,0.058823529411764705
1441-0745,2017,CC BY-NC-ND,1,71,0.014084507042253521
1441-0745,2018,CC BY-NC-ND,1,89,0.011235955056179775
1441-0745,2018,CC BY,2,89,0.02247191011235955
